sonata,total_occurrences,total_time_s,avg_time_s,avg_memory_mb,note_count,channel_count,chord_count
1,38,0.3622148036956787,0.030184566974639893,0.08333333333333333,9333,5,2140
2,19,0.4131150245666504,0.034426252047220864,0.01953125,10780,5,2406
3,46,0.5183920860290527,0.04319934050242106,0.01171875,13932,5,3649
4,12,0.5368180274963379,0.044734835624694824,0.0013020833333333333,14291,5,3486
5,2,0.27661705017089844,0.02305142084757487,0.0,7244,5,1686
6,207,0.3583090305328369,0.02985908587773641,0.0026041666666666665,9068,5,2041
7,31,0.3928382396697998,0.032736519972483315,0.0026041666666666665,10451,5,2672
8,37,0.35349082946777344,0.029457569122314453,0.0,9955,5,2680
9,67,0.25101780891418457,0.020918150742848713,0.0,6522,5,1495
10,20,0.2980916500091553,0.02484097083409627,0.0,7428,5,1538
11,39,0.48723626136779785,0.04060302178064982,0.0,12752,5,3143
13,771,0.3091409206390381,0.025761743386586506,0.0,8461,5,2235
14,4,0.3406047821044922,0.028383731842041016,0.0,8597,5,1908
15,9,0.4292776584625244,0.035773138205210366,0.0,11581,5,3122
16,28,0.4983859062194824,0.041532158851623535,0.0026041666666666665,13439,5,3529
17,182,0.3970935344696045,0.03309112787246704,0.0013020833333333333,9963,5,2370
18,844,0.4938192367553711,0.04115160306294759,0.0,12288,5,3421
19,6,0.16418933868408203,0.01368244489034017,0.0013020833333333333,3764,5,1182
20,6,0.1533188819885254,0.012776573499043783,0.0,3632,5,874
21,382,0.6450543403625488,0.05375452836354574,0.0,16595,5,4374
22,328,0.30886077880859375,0.02573839823404948,0.0,7676,5,2320
23,1262,0.5742306709289551,0.047852555910746254,0.0078125,15579,5,3544
24,4,0.2414381504058838,0.020119845867156982,0.0,6049,5,1187
25,32,0.2435460090637207,0.02029550075531006,0.0,5952,5,1480
26,932,0.3465769290924072,0.028881410757700603,0.0,9495,5,2116
27,23,0.2479710578918457,0.020664254824320476,0.0,6644,5,1585
28,2,0.37265467643737793,0.031054556369781494,0.0,9437,5,2365
30,162,0.3113884925842285,0.02594904104868571,0.0,8713,5,2257
31,28,0.28594350814819336,0.023828625679016113,0.0,8071,5,1893
