sonata,total_occurrences,total_time_s,avg_time_s,avg_memory_mb,note_count,channel_count,chord_count
1,5308,0.46175365447998046,0.03847947120666504,0.15026041666666667,9333,5,2140
2,2712,0.5462451934814453,0.04552043279012044,0.00390625,10780,5,2406
3,5673,0.6713346004486084,0.05594455003738403,0.0018229166666666665,13932,5,3649
4,189,0.6902835845947266,0.05752363204956055,0.0,14291,5,3486
5,266,0.35251193046569823,0.02937599420547485,0.0,7244,5,1686
6,25615,0.4433449268341064,0.03694541056950887,0.0013020833333333333,9068,5,2041
7,5004,0.5036910533905029,0.041974254449208576,0.0,10451,5,2672
8,11655,0.4776352882385254,0.03980294068654378,0.0,9955,5,2680
9,12218,0.32118887901306153,0.02676573991775513,0.0,6522,5,1495
10,3215,0.38533868789672854,0.032111557324727376,0.0,7428,5,1538
11,4730,0.6243397235870362,0.05202831029891968,0.0,12752,5,3143
13,42525,0.3692894458770752,0.030774120489756265,0.0,8461,5,2235
14,2893,0.4361286163330078,0.036344051361083984,0.0,8597,5,1908
15,837,0.5643998622894287,0.0470333218574524,0.0,11581,5,3122
16,170,0.6840516567230225,0.05700430472691854,0.0005208333333333333,13439,5,3529
17,16366,0.4922813415527344,0.041023445129394535,0.0007812499999999999,9963,5,2370
18,64556,0.5904582500457763,0.049204854170481364,0.0,12288,5,3421
19,507,0.20671434402465821,0.017226195335388186,0.00026041666666666666,3764,5,1182
20,25,0.19069766998291016,0.015891472498575848,0.0,3632,5,874
21,15968,0.8390294075012207,0.06991911729176839,0.0,16595,5,4374
22,38664,0.3713812351226807,0.03094843626022339,0.0,7676,5,2320
23,75691,0.7098472595214844,0.05915393829345703,0.0007812499999999999,15579,5,3544
24,1085,0.31346583366394043,0.02612215280532837,0.0,6049,5,1187
25,4272,0.304047155380249,0.025337262948354086,0.0,5952,5,1480
26,48433,0.431337833404541,0.03594481945037842,0.0,9495,5,2116
27,8786,0.32424230575561525,0.02702019214630127,0.0,6644,5,1585
28,674,0.4891014575958252,0.0407584547996521,0.0,9437,5,2365
30,20749,0.3937981605529785,0.03281651337941487,0.00026041666666666666,8713,5,2257
31,4109,0.3825826644897461,0.03188188870747884,0.0,8071,5,1893
