sonata,total_occurrences,total_time_s,avg_time_s,avg_memory_mb,note_count,channel_count,chord_count
1,88,0.3864767551422119,0.03220639626185099,0.11328125,9333,5,2140
2,34,0.6269826889038086,0.05224855740865072,-0.14973958333333334,10780,5,2406
3,71,0.5420453548431396,0.045170446236928306,0.014322916666666666,13932,5,3649
4,14,0.5899214744567871,0.049160122871398926,0.0078125,14291,5,3486
5,5,0.31130027770996094,0.02594168980916341,0.0,7244,5,1686
6,330,0.38630199432373047,0.032191832860310875,0.0026041666666666665,9068,5,2041
7,43,0.4093642234802246,0.034113685290018715,0.0013020833333333333,10451,5,2672
8,54,0.37635183334350586,0.03136265277862549,0.0013020833333333333,9955,5,2680
9,186,0.2633366584777832,0.021944721539815266,0.0,6522,5,1495
10,20,0.3309323787689209,0.027577698230743408,0.0,7428,5,1538
11,60,0.5140416622161865,0.04283680518468221,0.0,12752,5,3143
13,3378,0.32135677337646484,0.026779731114705402,0.0,8461,5,2235
14,9,0.3544442653656006,0.02953702211380005,0.0,8597,5,1908
15,13,0.45383381843566895,0.037819484869639076,0.0,11581,5,3122
16,28,0.5229659080505371,0.04358049233754476,0.00390625,13439,5,3529
17,452,0.4149744510650635,0.03458120425542196,0.0013020833333333333,9963,5,2370
18,3088,0.5171582698822021,0.04309652249018351,0.00390625,12288,5,3421
19,6,0.17352604866027832,0.014460504055023193,0.0,3764,5,1182
20,6,0.15941619873046875,0.013284683227539062,0.0,3632,5,874
21,521,0.6755259037017822,0.05629382530848185,0.0013020833333333333,16595,5,4374
22,1198,0.32189464569091797,0.026824553807576496,0.0,7676,5,2320
23,3016,0.6036980152130127,0.050308167934417725,0.0013020833333333333,15579,5,3544
24,6,0.2517673969268799,0.020980616410573322,0.0,6049,5,1187
25,79,0.2526726722717285,0.021056056022644043,0.0,5952,5,1480
26,2536,0.3632526397705078,0.030271053314208984,0.0,9495,5,2116
27,60,0.25810861587524414,0.02150905132293701,0.0,6644,5,1585
28,3,0.39249658584594727,0.032708048820495605,0.0,9437,5,2365
30,398,0.33019471168518066,0.027516225973765056,0.0,8713,5,2257
31,72,0.3188798427581787,0.026573320229848225,0.0,8071,5,1893
