sonata,total_occurrences,total_time_s,avg_time_s,avg_memory_mb,note_count,channel_count,chord_count
1,484,0.39863133430480957,0.03321927785873413,0.1484375,9333,5,2140
2,345,0.46104907989501953,0.0384207566579183,0.033854166666666664,10780,5,2406
3,534,0.6287722587585449,0.052397688229878746,0.020833333333333332,13932,5,3649
4,29,0.5939764976501465,0.04949804147084554,0.0026041666666666665,14291,5,3486
5,37,0.30297064781188965,0.02524755398432414,-0.020833333333333332,7244,5,1686
6,5178,0.3941793441772461,0.03284827868143717,0.0013020833333333333,9068,5,2041
7,522,0.4346611499786377,0.03622176249821981,0.005208333333333333,10451,5,2672
8,1687,0.4051475524902344,0.03376229604085287,0.0,9955,5,2680
9,1388,0.27795958518981934,0.02316329876581828,0.0,6522,5,1495
10,321,0.3393821716308594,0.02828184763590495,0.0,7428,5,1538
11,517,0.5427165031433105,0.04522637526194254,0.0,12752,5,3143
13,12040,0.33803296089172363,0.028169413407643635,0.0,8461,5,2235
14,238,0.40047383308410645,0.03337281942367554,0.0078125,8597,5,1908
15,26,0.4787108898162842,0.03989257415135702,0.0,11581,5,3122
16,28,0.5691556930541992,0.04742964108784994,0.005208333333333333,13439,5,3529
17,2483,0.4334714412689209,0.03612262010574341,0.0013020833333333333,9963,5,2370
18,11716,0.5329084396362305,0.04440903663635254,0.0,12288,5,3421
19,16,0.17714810371398926,0.014762341976165771,0.0,3764,5,1182
20,6,0.1636509895324707,0.013637582461039225,0.0,3632,5,874
21,2645,0.724299430847168,0.060358285903930664,0.013020833333333334,16595,5,4374
22,7582,0.3341236114501953,0.027843634287516277,0.0,7676,5,2320
23,15062,0.6460483074188232,0.053837358951568604,0.006510416666666667,15579,5,3544
24,51,0.2676362991333008,0.022303024927775066,0.0026041666666666665,6049,5,1187
25,542,0.2650611400604248,0.022088428338368733,0.0,5952,5,1480
26,9513,0.37492895126342773,0.031244079271952312,0.0,9495,5,2116
27,866,0.27913665771484375,0.023261388142903645,0.0,6644,5,1585
28,42,0.41019749641418457,0.034183124701182045,0.0,9437,5,2365
30,2526,0.3421633243560791,0.028513610363006592,0.0,8713,5,2257
31,660,0.3206160068511963,0.026718000570933025,0.0013020833333333333,8071,5,1893
