sonata,total_occurrences,total_time_s,avg_time_s,avg_memory_mb,note_count,channel_count,chord_count
1,75,0.36194896697998047,0.03016241391499837,0.08072916666666667,9333,5,2140
2,41,0.4121236801147461,0.03434364000956217,0.01953125,10780,5,2406
3,87,0.5204470157623291,0.043370584646860756,0.01171875,13932,5,3649
4,13,0.5459041595458984,0.04549201329549154,0.0013020833333333333,14291,5,3486
5,8,0.2750871181488037,0.02292392651240031,0.0,7244,5,1686
6,576,0.3559150695800781,0.029659589131673176,0.0026041666666666665,9068,5,2041
7,66,0.41434597969055176,0.03452883164087931,0.0026041666666666665,10451,5,2672
8,491,0.3753049373626709,0.031275411446889244,0.0,9955,5,2680
9,158,0.2552785873413086,0.021273215611775715,0.0,6522,5,1495
10,81,0.3065934181213379,0.025549451510111492,0.0,7428,5,1538
11,70,0.4940152168273926,0.04116793473561605,0.0,12752,5,3143
13,2324,0.31758999824523926,0.02646583318710327,0.0,8461,5,2235
14,12,0.34377026557922363,0.02864752213160197,0.0,8597,5,1908
15,15,0.43492770195007324,0.036243975162506104,0.0,11581,5,3122
16,28,0.5134761333465576,0.0427896777788798,0.0026041666666666665,13439,5,3529
17,620,0.4009113311767578,0.03340927759806315,0.0013020833333333333,9963,5,2370
18,2108,0.4986748695373535,0.04155623912811279,0.0,12288,5,3421
19,6,0.17457795143127441,0.014548162619272867,0.0013020833333333333,3764,5,1182
20,6,0.15728497505187988,0.013107081254323324,0.0,3632,5,874
21,696,0.7034718990325928,0.058622658252716064,0.0013020833333333333,16595,5,4374
22,1981,0.32635927200317383,0.027196606000264485,0.0,7676,5,2320
23,3722,0.609736442565918,0.0508113702138265,0.006510416666666667,15579,5,3544
24,6,0.26513004302978516,0.022094170252482098,0.0013020833333333333,6049,5,1187
25,118,0.2705974578857422,0.022549788157145183,0.0,5952,5,1480
26,2135,0.37781190872192383,0.03148432572682699,0.0,9495,5,2116
27,120,0.27725863456726074,0.023104886213938396,-0.08203125,6644,5,1585
28,9,0.3823585510253906,0.03186321258544922,0.0,9437,5,2365
30,511,0.3221862316131592,0.02684885263442993,0.0013020833333333333,8713,5,2257
31,109,0.29657769203186035,0.024714807669321697,0.0,8071,5,1893
