sonata,total_occurrences,total_time_s,avg_time_s,avg_memory_mb,note_count,channel_count,chord_count
1,23,0.3517780303955078,0.029314835866292317,0.0546875,9333,5,2140
2,15,0.3986632823944092,0.033221940199534096,0.036458333333333336,10780,5,2406
3,18,0.5421173572540283,0.04517644643783569,0.014322916666666666,13932,5,3649
4,9,0.5187115669250488,0.04322596391042074,0.005208333333333333,14291,5,3486
5,2,0.27071595191955566,0.02255966265996297,0.0,7244,5,1686
6,55,0.3498077392578125,0.029150644938151043,0.0026041666666666665,9068,5,2041
7,19,0.3929126262664795,0.032742718855539955,0.0013020833333333333,10451,5,2672
8,13,0.34993505477905273,0.029161254564921062,0.0013020833333333333,9955,5,2680
9,35,0.26507091522216797,0.022089242935180664,0.0013020833333333333,6522,5,1495
10,8,0.3020603656768799,0.02517169713973999,0.0,7428,5,1538
11,9,0.46651649475097656,0.03887637456258138,0.0026041666666666665,12752,5,3143
13,234,0.3077418804168701,0.025645156701405842,0.005208333333333333,8461,5,2235
14,1,0.3430318832397461,0.02858599026997884,0.0013020833333333333,8597,5,1908
15,9,0.41322994232177734,0.03443582852681478,0.006510416666666667,11581,5,3122
16,28,0.47454094886779785,0.03954507907231649,0.0,13439,5,3529
17,76,0.38599133491516113,0.03216594457626343,0.006510416666666667,9963,5,2370
18,446,0.494626522064209,0.04121887683868408,0.0,12288,5,3421
19,5,0.16385841369628906,0.013654867808024088,0.0,3764,5,1182
20,6,0.14976859092712402,0.012480715910593668,0.0,3632,5,874
21,133,0.687915563583374,0.057326296965281166,0.009114583333333334,16595,5,4374
22,46,0.3068406581878662,0.02557005484898885,0.0,7676,5,2320
23,164,0.5519058704376221,0.04599215586980184,0.0013020833333333333,15579,5,3544
24,4,0.23165440559387207,0.019304533799489338,0.0,6049,5,1187
25,13,0.23539090156555176,0.01961590846379598,0.0,5952,5,1480
26,550,0.34537243843078613,0.028781036535898846,0.0,9495,5,2116
27,4,0.24783635139465332,0.020653029282887776,0.0,6644,5,1585
28,2,0.3751833438873291,0.03126527865727743,0.0,9437,5,2365
30,37,0.3579134941101074,0.029826124509175617,0.0,8713,5,2257
31,6,0.2885618209838867,0.024046818415323894,0.0,8071,5,1893
