sonata,total_occurrences,total_time_s,avg_time_s,avg_memory_mb,note_count,channel_count,chord_count
1,291,0.40085458755493164,0.03340454896291097,0.07942708333333333,9333,5,2140
2,197,0.4510798454284668,0.0375899871190389,0.026041666666666668,10780,5,2406
3,183,0.5733597278594971,0.047779977321624756,0.013020833333333334,13932,5,3649
4,15,0.5945255756378174,0.049543797969818115,0.005208333333333333,14291,5,3486
5,12,0.30574750900268555,0.02547895908355713,0.0,7244,5,1686
6,2713,0.3949241638183594,0.03291034698486328,0.006510416666666667,9068,5,2041
7,149,0.435513973236084,0.036292831103006996,0.0013020833333333333,10451,5,2672
8,580,0.3992609977722168,0.0332717498143514,0.0,9955,5,2680
9,729,0.2764878273010254,0.02304065227508545,0.0,6522,5,1495
10,114,0.33176517486572266,0.027647097905476887,0.0,7428,5,1538
11,197,0.5433659553527832,0.0452804962793986,0.0,12752,5,3143
13,7971,0.3398101329803467,0.028317511081695557,0.0,8461,5,2235
14,92,0.37546801567077637,0.03128900130589803,0.0,8597,5,1908
15,22,0.4789423942565918,0.039911866188049316,0.0013020833333333333,11581,5,3122
16,28,0.5644986629486084,0.04704155524571737,0.0026041666666666665,13439,5,3529
17,1500,0.43608665466308594,0.036340554555257164,0.0,9963,5,2370
18,7848,0.5582821369171143,0.04652351140975952,0.005208333333333333,12288,5,3421
19,14,0.17712759971618652,0.01476063330968221,0.0,3764,5,1182
20,6,0.16423416137695312,0.013686180114746094,0.0,3632,5,874
21,1261,0.7173378467559814,0.05977815389633179,0.006510416666666667,16595,5,4374
22,6025,0.3339245319366455,0.02782704432805379,0.0,7676,5,2320
23,10801,0.6405808925628662,0.05338174104690552,-0.0013020833333333333,15579,5,3544
24,17,0.289290189743042,0.024107515811920166,-0.049479166666666664,6049,5,1187
25,252,0.2696661949157715,0.022472182909647625,0.00390625,5952,5,1480
26,6067,0.3783247470855713,0.03152706225713094,0.0,9495,5,2116
27,426,0.27685117721557617,0.023070931434631348,0.0,6644,5,1585
28,34,0.40842652320861816,0.03403554360071818,0.0,9437,5,2365
30,1279,0.34062647819519043,0.0283855398495992,0.0,8713,5,2257
31,386,0.32042789459228516,0.026702324549357098,0.0,8071,5,1893
