sonata,rotation,midi_file,motif,occurrences,time_s,memory_mb
1,0,Sonate01_Opus2_1.mid,"[0, 5, 8, 0, 5]",287,0.03786206245422363,1.34375
1,1,Sonate01_Opus2_1.mid,"[1, 6, 9, 1, 6]",2,0.03655815124511719,-0.515625
1,2,Sonate01_Opus2_1.mid,"[2, 7, 10, 2, 7]",88,0.03714418411254883,0.71875
1,3,Sonate01_Opus2_1.mid,"[3, 8, 11, 3, 8]",90,0.03699898719787598,-0.234375
1,4,Sonate01_Opus2_1.mid,"[4, 9, 0, 4, 9]",45,0.037593841552734375,0.453125
1,5,Sonate01_Opus2_1.mid,"[5, 10, 1, 5, 10]",112,0.03782916069030762,-0.046875
1,6,Sonate01_Opus2_1.mid,"[6, 11, 2, 6, 11]",10,0.03736066818237305,-0.390625
1,7,Sonate01_Opus2_1.mid,"[7, 0, 3, 7, 0]",241,0.037487030029296875,0.4375
1,8,Sonate01_Opus2_1.mid,"[8, 1, 4, 8, 1]",33,0.03656888008117676,0.25
1,9,Sonate01_Opus2_1.mid,"[9, 2, 5, 9, 2]",28,0.0371251106262207,-0.15625
1,10,Sonate01_Opus2_1.mid,"[10, 3, 6, 10, 3]",35,0.036443233489990234,0.140625
1,11,Sonate01_Opus2_1.mid,"[11, 4, 7, 11, 4]",26,0.03651309013366699,0.109375
2,0,Sonate02_Opus2_2.mid,"[9, 4, 4, 2, 1, 11, 9]",100,0.04371309280395508,0.234375
2,1,Sonate02_Opus2_2.mid,"[10, 5, 5, 3, 2, 0, 10]",1,0.04111218452453613,0.03125
2,2,Sonate02_Opus2_2.mid,"[11, 6, 6, 4, 3, 1, 11]",32,0.04166817665100098,0.0
2,3,Sonate02_Opus2_2.mid,"[0, 7, 7, 5, 4, 2, 0]",31,0.04117465019226074,0.078125
2,4,Sonate02_Opus2_2.mid,"[1, 8, 8, 6, 5, 3, 1]",0,0.043035268783569336,0.0
2,5,Sonate02_Opus2_2.mid,"[2, 9, 9, 7, 6, 4, 2]",33,0.04277396202087402,0.046875
2,6,Sonate02_Opus2_2.mid,"[3, 10, 10, 8, 7, 5, 3]",2,0.04116201400756836,0.0
2,7,Sonate02_Opus2_2.mid,"[4, 11, 11, 9, 8, 6, 4]",80,0.04307889938354492,0.0
2,8,Sonate02_Opus2_2.mid,"[5, 0, 0, 10, 9, 7, 5]",3,0.04117703437805176,0.046875
2,9,Sonate02_Opus2_2.mid,"[6, 1, 1, 11, 10, 8, 6]",3,0.04178810119628906,0.0
2,10,Sonate02_Opus2_2.mid,"[7, 2, 2, 0, 11, 9, 7]",18,0.042205810546875,0.0
2,11,Sonate02_Opus2_2.mid,"[8, 3, 3, 1, 0, 10, 8]",1,0.04141998291015625,0.0
3,0,Sonate03_Opus2_3.mid,"[0, 11, 0, 11, 0, 2, 11]",116,0.05315876007080078,0.0625
