sonata,total_occurrences,total_time_s,avg_time_s,avg_memory_mb,note_count,channel_count,chord_count
1,38,0.3546724319458008,0.0295560359954834,0.08072916666666667,9333,5,2140
2,19,0.40549516677856445,0.03379126389821371,0.020833333333333332,10780,5,2406
3,46,0.5074656009674072,0.04228880008061727,0.01171875,13932,5,3649
4,12,0.5310583114624023,0.04425485928853353,0.0013020833333333333,14291,5,3486
5,2,0.2701132297515869,0.022509435812632244,0.0,7244,5,1686
6,207,0.3495199680328369,0.02912666400273641,0.0026041666666666665,9068,5,2041
7,31,0.3863093852996826,0.03219244877497355,0.0026041666666666665,10451,5,2672
8,37,0.34729433059692383,0.02894119421641032,0.0,9955,5,2680
9,67,0.24655580520629883,0.020546317100524902,0.0,6522,5,1495
10,20,0.2936429977416992,0.02447024981180827,0.0,7428,5,1538
11,39,0.47964024543762207,0.03997002045313517,0.0,12752,5,3143
13,771,0.304196834564209,0.025349736213684082,0.0,8461,5,2235
14,4,0.3323793411254883,0.027698278427124023,0.0,8597,5,1908
15,9,0.421539306640625,0.035128275553385414,0.0,11581,5,3122
16,28,0.4879465103149414,0.04066220919291178,0.0026041666666666665,13439,5,3529
17,182,0.3897671699523926,0.032480597496032715,0.0013020833333333333,9963,5,2370
18,844,0.4826662540435791,0.04022218783696493,0.0,12288,5,3421
19,6,0.16096091270446777,0.01341340939203898,0.0013020833333333333,3764,5,1182
20,6,0.14992737770080566,0.012493948141733805,0.0,3632,5,874
21,382,0.6288223266601562,0.05240186055501302,0.0,16595,5,4374
22,328,0.30309319496154785,0.025257766246795654,0.0,7676,5,2320
23,1262,0.5625014305114746,0.04687511920928955,0.00390625,15579,5,3544
24,4,0.23790478706359863,0.019825398921966553,0.0,6049,5,1187
25,32,0.23788928985595703,0.019824107487996418,0.0,5952,5,1480
26,932,0.34009480476379395,0.028341233730316162,0.0,9495,5,2116
27,23,0.2434835433959961,0.020290295282999676,0.0,6644,5,1585
28,2,0.36563706398010254,0.030469755331675213,0.0,9437,5,2365
30,162,0.30640554428100586,0.02553379535675049,0.0,8713,5,2257
31,28,0.2813270092010498,0.023443917433420818,0.0,8071,5,1893
