sonata,total_occurrences,total_time_s,avg_time_s,avg_memory_mb,note_count,channel_count,chord_count
1,75,0.3776576519012451,0.031471470991770424,0.08333333333333333,9333,5,2140
2,41,0.430286169052124,0.035857180754343666,0.0234375,10780,5,2406
3,87,0.729447603225708,0.060787300268809,0.009114583333333334,13932,5,3649
4,13,0.5625565052032471,0.046879708766937256,0.00390625,14291,5,3486
5,8,0.2887120246887207,0.024059335390726726,0.0,7244,5,1686
6,576,0.3741438388824463,0.031178653240203857,0.00390625,9068,5,2041
7,66,0.41179895401000977,0.034316579500834145,0.00390625,10451,5,2672
8,491,0.37763047218322754,0.03146920601526896,0.0,9955,5,2680
9,158,0.26285290718078613,0.021904408931732178,0.0,6522,5,1495
10,81,0.314892053604126,0.026241004467010498,0.0,7428,5,1538
11,70,0.511387825012207,0.042615652084350586,0.0026041666666666665,12752,5,3143
13,2324,0.32453131675720215,0.027044276396433514,0.0,8461,5,2235
14,12,0.35886359214782715,0.029905299345652264,0.0013020833333333333,8597,5,1908
15,15,0.4558277130126953,0.037985642751057945,0.0013020833333333333,11581,5,3122
16,28,0.5265252590179443,0.043877104918162026,0.0,13439,5,3529
17,620,0.41197729110717773,0.034331440925598145,0.0,9963,5,2370
18,2108,0.5119905471801758,0.04266587893168131,0.0,12288,5,3421
19,6,0.16968989372253418,0.014140824476877848,0.0,3764,5,1182
20,6,0.15911173820495605,0.013259311517079672,0.0,3632,5,874
21,696,0.6781377792358398,0.056511481602986656,0.0,16595,5,4374
22,1981,0.32048916816711426,0.026707430680592854,0.0013020833333333333,7676,5,2320
23,3722,0.6000802516937256,0.0500066876411438,0.00390625,15579,5,3544
24,6,0.2547922134399414,0.02123268445332845,0.0,6049,5,1187
25,118,0.25836849212646484,0.021530707677205402,0.0,5952,5,1480
26,2135,0.36766552925109863,0.03063879410425822,-0.041666666666666664,9495,5,2116
27,120,0.2629072666168213,0.021908938884735107,0.0,6644,5,1585
28,9,0.38878941535949707,0.032399117946624756,0.0,9437,5,2365
30,511,0.32554173469543457,0.027128477891286213,0.0026041666666666665,8713,5,2257
31,109,0.298907995223999,0.02490899960199992,0.0,8071,5,1893
