sonata,total_occurrences,total_time_s,avg_time_s,avg_memory_mb,note_count,channel_count,chord_count
1,23,0.3450944423675537,0.028757870197296143,0.08333333333333333,9333,5,2140
2,15,0.3922276496887207,0.03268563747406006,0.022135416666666668,10780,5,2406
3,18,0.4892899990081787,0.04077416658401489,0.010416666666666666,13932,5,3649
4,9,0.5126097202301025,0.04271747668584188,0.0013020833333333333,14291,5,3486
5,2,0.2625405788421631,0.021878381570180256,0.0,7244,5,1686
6,55,0.3379333019256592,0.02816110849380493,0.0026041666666666665,9068,5,2041
7,19,0.37215113639831543,0.03101259469985962,0.0026041666666666665,10451,5,2672
8,13,0.34071850776672363,0.028393208980560303,0.0,9955,5,2680
9,35,0.2393054962158203,0.01994212468465169,0.0,6522,5,1495
10,8,0.28616976737976074,0.02384748061498006,0.0,7428,5,1538
11,9,0.46318745613098145,0.03859895467758179,0.0,12752,5,3143
13,234,0.29642176628112793,0.024701813856760662,0.0,8461,5,2235
14,1,0.3246333599090576,0.027052779992421467,0.0,8597,5,1908
15,9,0.4066035747528076,0.033883631229400635,0.0,11581,5,3122
16,28,0.46280717849731445,0.03856726487477621,0.0026041666666666665,13439,5,3529
17,76,0.37708067893981934,0.03142338991165161,0.0013020833333333333,9963,5,2370
18,446,0.47428464889526367,0.03952372074127197,0.0,12288,5,3421
19,5,0.15859293937683105,0.013216078281402588,0.0013020833333333333,3764,5,1182
20,6,0.14752769470214844,0.01229397455851237,0.0,3632,5,874
21,133,0.6221926212310791,0.05184938510258993,-0.006510416666666667,16595,5,4374
22,46,0.29602575302124023,0.02466881275177002,0.0,7676,5,2320
23,164,0.5465621948242188,0.0455468495686849,0.0078125,15579,5,3544
24,4,0.2284858226776123,0.019040485223134358,0.0,6049,5,1187
25,13,0.23367834091186523,0.01947319507598877,0.0,5952,5,1480
26,550,0.32941436767578125,0.027451197306315105,0.0,9495,5,2116
27,4,0.23622608184814453,0.01968550682067871,0.0,6644,5,1585
28,2,0.3578681945800781,0.029822349548339844,0.0,9437,5,2365
30,37,0.2964334487915039,0.024702787399291992,0.0013020833333333333,8713,5,2257
31,6,0.27407169342041016,0.02283930778503418,0.0,8071,5,1893
