sonata,total_occurrences,total_time_s,avg_time_s,avg_memory_mb,note_count,channel_count,chord_count
1,23,0.34850478172302246,0.029042065143585205,0.0625,9333,5,2140
2,15,0.42820262908935547,0.03568355242411295,0.026041666666666668,10780,5,2406
3,18,0.49605774879455566,0.04133814573287964,0.010416666666666666,13932,5,3649
4,9,0.5130164623260498,0.04275137186050415,0.0026041666666666665,14291,5,3486
5,2,0.2699606418609619,0.02249672015508016,0.0,7244,5,1686
6,55,0.34339380264282227,0.028616150220235188,0.0026041666666666665,9068,5,2041
7,19,0.3811638355255127,0.03176365296045939,0.0026041666666666665,10451,5,2672
8,13,0.3391571044921875,0.028263092041015625,0.0,9955,5,2680
9,35,0.24137568473815918,0.0201146403948466,0.0,6522,5,1495
10,8,0.28811168670654297,0.024009307225545246,0.0,7428,5,1538
11,9,0.4625422954559326,0.038545191287994385,0.0,12752,5,3143
13,234,0.3015885353088379,0.025132377942403156,0.0,8461,5,2235
14,1,0.3263416290283203,0.027195135752360027,0.0,8597,5,1908
15,9,0.4116647243499756,0.0343053936958313,0.0,11581,5,3122
16,28,0.4653754234313965,0.03878128528594971,0.0026041666666666665,13439,5,3529
17,76,0.38175320625305176,0.03181276718775431,0.0013020833333333333,9963,5,2370
18,446,0.47599220275878906,0.03966601689656576,0.0,12288,5,3421
19,5,0.15951156616210938,0.013292630513509115,0.0013020833333333333,3764,5,1182
20,6,0.14847850799560547,0.012373208999633789,0.0,3632,5,874
21,133,0.6184177398681641,0.051534811655680336,0.0,16595,5,4374
22,46,0.2971072196960449,0.02475893497467041,0.0,7676,5,2320
23,164,0.5458927154541016,0.04549105962117513,0.0078125,15579,5,3544
24,4,0.22864198684692383,0.01905349890391032,0.0,6049,5,1187
25,13,0.23343682289123535,0.01945306857426961,0.0,5952,5,1480
26,550,0.33238911628723145,0.027699093023935955,0.0,9495,5,2116
27,4,0.23809599876403809,0.019841333230336506,0.0,6644,5,1585
28,2,0.3589768409729004,0.0299147367477417,0.0,9437,5,2365
30,37,0.30227231979370117,0.02518935998280843,0.0,8713,5,2257
31,6,0.2727041244506836,0.022725343704223633,0.0,8071,5,1893
