sonata,total_occurrences,total_time_s,avg_time_s,avg_memory_mb,note_count,channel_count,chord_count
1,72786,0.5311927795410156,0.044266064961751304,0.2890625,9333,5,2140
2,27623,0.6793742179870605,0.05661451816558838,0.020833333333333332,10780,5,2406
3,40874,0.8082337379455566,0.06735281149546306,0.018229166666666668,13932,5,3649
4,4952,0.8663375377655029,0.07219479481379192,0.0013020833333333333,14291,5,3486
5,4245,0.439924955368042,0.03666041294733683,0.0013020833333333333,7244,5,1686
6,82177,0.4857747554779053,0.040481229623158775,0.0026041666666666665,9068,5,2041
7,47784,0.6028482913970947,0.05023735761642456,0.00390625,10451,5,2672
8,48520,0.5602140426635742,0.04668450355529785,0.0013020833333333333,9955,5,2680
9,65248,0.35579848289489746,0.029649873574574787,0.0,6522,5,1495
10,32125,0.46604347229003906,0.03883695602416992,-0.01953125,7428,5,1538
11,58644,0.75551438331604,0.06295953194300334,-0.020833333333333332,12752,5,3143
13,86117,0.39074158668518066,0.032561798890431724,0.0,8461,5,2235
14,38093,0.534552812576294,0.04454606771469116,0.0,8597,5,1908
15,18041,0.7125499248504639,0.05937916040420532,0.0,11581,5,3122
16,5316,0.8888673782348633,0.07407228151957194,0.00390625,13439,5,3529
17,101090,0.5484485626220703,0.045704046885172524,0.0013020833333333333,9963,5,2370
18,134673,0.621572732925415,0.051797727743784584,-0.036458333333333336,12288,5,3421
19,16763,0.2428431510925293,0.020236929257710774,-0.018229166666666668,3764,5,1182
20,2221,0.2382669448852539,0.019855578740437824,0.0,3632,5,874
21,118539,0.9615960121154785,0.08013300100962321,0.0,16595,5,4374
22,83792,0.3886849880218506,0.03239041566848755,0.0,7676,5,2320
23,157407,0.7349588871002197,0.06124657392501831,0.006510416666666667,15579,5,3544
24,14135,0.38266873359680176,0.03188906113306681,0.0026041666666666665,6049,5,1187
25,44536,0.3486063480377197,0.02905052900314331,0.0,5952,5,1480
26,96617,0.4402897357940674,0.03669081131617228,-0.01953125,9495,5,2116
27,45111,0.37437939643859863,0.031198283036549885,0.0,6644,5,1585
28,9105,0.6068344116210938,0.05056953430175781,0.0,9437,5,2365
30,81319,0.43078064918518066,0.03589838743209839,0.0,8713,5,2257
31,36565,0.45403599739074707,0.03783633311589559,0.0,8071,5,1893
