sonata,rotation,midi_file,motif,occurrences,time_s,memory_mb
1,0,Sonate01_Opus2_1.mid,"[0, 5, 8, 0, 5]",54,0.032563209533691406,1.34375
1,1,Sonate01_Opus2_1.mid,"[1, 6, 9, 1, 6]",1,0.0324249267578125,-0.375
1,2,Sonate01_Opus2_1.mid,"[2, 7, 10, 2, 7]",5,0.03241896629333496,0.140625
1,3,Sonate01_Opus2_1.mid,"[3, 8, 11, 3, 8]",13,0.03258109092712402,0.75
1,4,Sonate01_Opus2_1.mid,"[4, 9, 0, 4, 9]",15,0.032198190689086914,0.015625
1,5,Sonate01_Opus2_1.mid,"[5, 10, 1, 5, 10]",16,0.03229475021362305,-0.515625
1,6,Sonate01_Opus2_1.mid,"[6, 11, 2, 6, 11]",0,0.032510995864868164,0.125
1,7,Sonate01_Opus2_1.mid,"[7, 0, 3, 7, 0]",42,0.032399892807006836,0.375
1,8,Sonate01_Opus2_1.mid,"[8, 1, 4, 8, 1]",24,0.032209157943725586,-0.125
1,9,Sonate01_Opus2_1.mid,"[9, 2, 5, 9, 2]",0,0.032441139221191406,-0.25
1,10,Sonate01_Opus2_1.mid,"[10, 3, 6, 10, 3]",5,0.03266000747680664,0.125
1,11,Sonate01_Opus2_1.mid,"[11, 4, 7, 11, 4]",7,0.03230094909667969,0.125
2,0,Sonate02_Opus2_2.mid,"[9, 4, 4, 2, 1, 11, 9]",51,0.0373377799987793,0.234375
2,1,Sonate02_Opus2_2.mid,"[10, 5, 5, 3, 2, 0, 10]",0,0.03703498840332031,0.0
2,2,Sonate02_Opus2_2.mid,"[11, 6, 6, 4, 3, 1, 11]",13,0.03693890571594238,0.0
2,3,Sonate02_Opus2_2.mid,"[0, 7, 7, 5, 4, 2, 0]",17,0.03748822212219238,0.0
2,4,Sonate02_Opus2_2.mid,"[1, 8, 8, 6, 5, 3, 1]",0,0.03739190101623535,0.0
2,5,Sonate02_Opus2_2.mid,"[2, 9, 9, 7, 6, 4, 2]",13,0.03748321533203125,0.0
2,6,Sonate02_Opus2_2.mid,"[3, 10, 10, 8, 7, 5, 3]",2,0.037187814712524414,0.0
2,7,Sonate02_Opus2_2.mid,"[4, 11, 11, 9, 8, 6, 4]",31,0.037312984466552734,0.0
2,8,Sonate02_Opus2_2.mid,"[5, 0, 0, 10, 9, 7, 5]",1,0.0370180606842041,0.0
2,9,Sonate02_Opus2_2.mid,"[6, 1, 1, 11, 10, 8, 6]",2,0.03747200965881348,0.0
2,10,Sonate02_Opus2_2.mid,"[7, 2, 2, 0, 11, 9, 7]",7,0.03729510307312012,0.0
2,11,Sonate02_Opus2_2.mid,"[8, 3, 3, 1, 0, 10, 8]",2,0.03698992729187012,0.0
3,0,Sonate03_Opus2_3.mid,"[0, 11, 0, 11, 0, 2, 11]",103,0.04753708839416504,0.140625
3,1,Sonate03_Opus2_3.mid,"[1, 0, 1, 0, 1, 3, 0]",1,0.047463178634643555,0.0
3,2,Sonate03_Opus2_3.mid,"[2, 1, 2, 1, 2, 4, 1]",12,0.04768109321594238,0.0
3,3,Sonate03_Opus2_3.mid,"[3, 2, 3, 2, 3, 5, 2]",5,0.047177791595458984,0.0
3,4,Sonate03_Opus2_3.mid,"[4, 3, 4, 3, 4, 6, 3]",2,0.04709768295288086,0.0
