sonata,total_occurrences,total_time_s,avg_time_s,avg_memory_mb,note_count,channel_count,chord_count
1,484,0.4051835536956787,0.03376529614130656,0.14192708333333334,9333,5,2140
2,345,0.4618101119995117,0.03848417599995931,0.020833333333333332,10780,5,2406
3,534,0.5842053890228271,0.04868378241856893,0.010416666666666666,13932,5,3649
4,29,0.6065554618835449,0.05054628849029541,0.0,14291,5,3486
5,37,0.31451916694641113,0.026209930578867596,0.0,7244,5,1686
6,5178,0.3991372585296631,0.03326143821080526,0.0026041666666666665,9068,5,2041
7,522,0.4421069622039795,0.03684224685033163,0.0026041666666666665,10451,5,2672
8,1687,0.4096667766571045,0.034138898054758705,0.0,9955,5,2680
9,1388,0.2799534797668457,0.02332945664723714,0.0,6522,5,1495
10,321,0.33597564697265625,0.027997970581054688,0.0,7428,5,1538
11,517,0.5501823425292969,0.04584852854410807,0.0,12752,5,3143
13,12040,0.34366893768310547,0.02863907814025879,0.0,8461,5,2235
14,238,0.3804895877838135,0.03170746564865112,0.0,8597,5,1908
15,26,0.4858245849609375,0.040485382080078125,0.0,11581,5,3122
16,28,0.5790278911590576,0.0482523242632548,0.0026041666666666665,13439,5,3529
17,2483,0.4387664794921875,0.036563873291015625,0.00390625,9963,5,2370
18,11716,0.541130781173706,0.0450942317644755,0.0,12288,5,3421
19,16,0.18010282516479492,0.01500856876373291,0.0013020833333333333,3764,5,1182
20,6,0.16518330574035645,0.013765275478363037,-0.020833333333333332,3632,5,874
21,2645,0.7311890125274658,0.060932417710622154,0.0,16595,5,4374
22,7582,0.3361225128173828,0.028010209401448567,0.0,7676,5,2320
23,15062,0.6446483135223389,0.05372069279352824,0.00390625,15579,5,3544
24,51,0.27251124382019043,0.0227092703183492,0.0,6049,5,1187
25,542,0.2667958736419678,0.022232989470163982,0.0,5952,5,1480
26,9513,0.38000059127807617,0.03166671593983968,0.0,9495,5,2116
27,866,0.2834928035736084,0.0236244002978007,0.0,6644,5,1585
28,42,0.41471171379089355,0.03455930948257446,0.0,9437,5,2365
30,2526,0.34767866134643555,0.02897322177886963,0.0,8713,5,2257
31,660,0.32589077949523926,0.027157564957936604,0.0,8071,5,1893
