sonata,total_occurrences,total_time_s,avg_time_s,avg_memory_mb,note_count,channel_count,chord_count
1,484,0.4086027145385742,0.03405022621154785,0.16666666666666666,9333,5,2140
2,345,0.46654295921325684,0.03887857993443807,0.024739583333333332,10780,5,2406
3,534,0.5890064239501953,0.049083868662516274,0.009114583333333334,13932,5,3649
4,29,0.6088862419128418,0.05074052015940348,0.0013020833333333333,14291,5,3486
5,37,0.3112306594848633,0.025935888290405273,0.0,7244,5,1686
6,5178,0.40576887130737305,0.033814072608947754,0.0078125,9068,5,2041
7,522,0.4476187229156494,0.03730156024297079,0.005208333333333333,10451,5,2672
8,1687,0.4128890037536621,0.03440741697947184,0.0,9955,5,2680
9,1388,0.28334498405456543,0.02361208200454712,0.0,6522,5,1495
10,321,0.3387608528137207,0.02823007106781006,0.0,7428,5,1538
11,517,0.5549154281616211,0.04624295234680176,0.0013020833333333333,12752,5,3143
13,12040,0.3475017547607422,0.028958479563395183,0.0013020833333333333,8461,5,2235
14,238,0.3845982551574707,0.032049854596455894,0.0013020833333333333,8597,5,1908
15,26,0.4912102222442627,0.04093418518702189,0.0,11581,5,3122
16,28,0.5841271877288818,0.048677265644073486,0.0013020833333333333,13439,5,3529
17,2483,0.4451446533203125,0.03709538777669271,0.0,9963,5,2370
18,11716,0.5472099781036377,0.045600831508636475,0.0,12288,5,3421
19,16,0.18161845207214355,0.015134871006011963,0.0,3764,5,1182
20,6,0.16718721389770508,0.013932267824808756,0.0,3632,5,874
21,2645,0.7390227317810059,0.06158522764841715,0.0,16595,5,4374
22,7582,0.3396279811859131,0.028302331765492756,0.0026041666666666665,7676,5,2320
23,15062,0.6509134769439697,0.05424278974533081,0.0026041666666666665,15579,5,3544
24,51,0.2759368419647217,0.022994736830393474,0.0,6049,5,1187
25,542,0.2700469493865967,0.022503912448883057,0.0,5952,5,1480
26,9513,0.38353705406188965,0.031961421171824135,0.0,9495,5,2116
27,866,0.2867307662963867,0.023894230524698894,0.0,6644,5,1585
28,42,0.4169886112213135,0.03474905093510946,0.0,9437,5,2365
30,2526,0.35146498680114746,0.029288748900095623,0.0,8713,5,2257
31,660,0.3279542922973633,0.027329524358113606,0.0,8071,5,1893
