sonata,total_occurrences,total_time_s,avg_time_s,avg_memory_mb,note_count,channel_count,chord_count
1,182,0.38813257217407227,0.03234438101450602,0.14322916666666666,9333,5,2140
2,139,0.4452195167541504,0.0371016263961792,0.020833333333333332,10780,5,2406
3,217,0.5665647983551025,0.047213733196258545,0.010416666666666666,13932,5,3649
4,21,0.5862376689910889,0.04885313908259074,0.0013020833333333333,14291,5,3486
5,13,0.29935455322265625,0.024946212768554688,0.0,7244,5,1686
6,2774,0.39054203033447266,0.03254516919453939,0.0026041666666666665,9068,5,2041
7,154,0.42984962463378906,0.03582080205281576,0.0026041666666666665,10451,5,2672
8,672,0.3945121765136719,0.032876014709472656,0.0,9955,5,2680
9,535,0.27239322662353516,0.022699435551961262,0.0,6522,5,1495
10,152,0.3251204490661621,0.027093370755513508,0.0,7428,5,1538
11,194,0.5328314304351807,0.044402619202931724,0.0,12752,5,3143
13,6668,0.33527088165283203,0.027939240137736004,0.0,8461,5,2235
14,64,0.3690822124481201,0.030756851037343342,0.0,8597,5,1908
15,18,0.4703233242034912,0.03919361035029093,0.0,11581,5,3122
16,28,0.5531823635101318,0.046098530292510986,-0.12239583333333333,13439,5,3529
17,1405,0.4284207820892334,0.03570173184076945,0.0,9963,5,2370
18,5749,0.5285124778747559,0.04404270648956299,0.0,12288,5,3421
19,12,0.17554783821105957,0.014628986517588297,0.0013020833333333333,3764,5,1182
20,6,0.1631147861480713,0.013592898845672607,0.0,3632,5,874
21,1364,0.7046761512756348,0.058723012606302895,0.0,16595,5,4374
22,4643,0.33136796951293945,0.02761399745941162,0.0,7676,5,2320
23,7951,0.6271865367889404,0.052265544732411705,0.0078125,15579,5,3544
24,18,0.2640411853790283,0.022003432114919026,0.0,6049,5,1187
25,270,0.26179933547973633,0.021816611289978027,0.0,5952,5,1480
26,5410,0.3789529800415039,0.03157941500345866,0.0,9495,5,2116
27,346,0.2750544548034668,0.022921204566955566,0.0,6644,5,1585
28,24,0.4036877155303955,0.033640642960866295,0.0,9437,5,2365
30,1138,0.3478066921234131,0.028983891010284424,0.0,8713,5,2257
31,374,0.3266897201538086,0.027224143346150715,0.0,8071,5,1893
