sonata,total_occurrences,total_time_s,avg_time_s,avg_memory_mb,note_count,channel_count,chord_count
1,72786,0.531261682510376,0.04427180687586466,0.2916666666666667,9333,5,2140
2,27623,0.6737401485443115,0.05614501237869263,0.02734375,10780,5,2406
3,40874,0.814443826675415,0.06787031888961792,0.016927083333333332,13932,5,3649
4,4952,0.8605461120605469,0.07171217600504558,0.0013020833333333333,14291,5,3486
5,4245,0.43859195709228516,0.03654932975769043,0.0,7244,5,1686
6,82177,0.6322460174560547,0.05268716812133789,-0.4583333333333333,9068,5,2041
7,47784,0.6029953956604004,0.050249616305033364,0.006510416666666667,10451,5,2672
8,48520,0.5565090179443359,0.04637575149536133,0.0013020833333333333,9955,5,2680
9,65248,0.35242748260498047,0.02936895688374837,0.0,6522,5,1495
10,32125,0.4634132385253906,0.03861776987711588,0.0013020833333333333,7428,5,1538
11,58644,0.7569527626037598,0.06307939688364665,0.0013020833333333333,12752,5,3143
13,86117,0.3917675018310547,0.032647291819254555,0.0,8461,5,2235
14,38093,0.534759521484375,0.04456329345703125,0.0013020833333333333,8597,5,1908
15,18041,0.7121882438659668,0.0593490203221639,0.0013020833333333333,11581,5,3122
16,5316,0.8861956596374512,0.07384963830312093,0.0,13439,5,3529
17,101090,0.5467371940612793,0.04556143283843994,0.0,9963,5,2370
18,134673,0.6244211196899414,0.05203509330749512,0.0,12288,5,3421
19,16763,0.24315476417541504,0.02026289701461792,0.0013020833333333333,3764,5,1182
20,2221,0.23747563362121582,0.01978963613510132,0.0013020833333333333,3632,5,874
21,118539,0.9597845077514648,0.07998204231262207,0.0013020833333333333,16595,5,4374
22,83792,0.38794374465942383,0.03232864538828532,0.0,7676,5,2320
23,157407,0.7355692386627197,0.061297436555226646,0.0026041666666666665,15579,5,3544
24,14135,0.38134288787841797,0.031778573989868164,-0.01953125,6049,5,1187
25,44536,0.35086965560913086,0.02923913796742757,0.0013020833333333333,5952,5,1480
26,96617,0.43822669982910156,0.03651889165242513,0.0,9495,5,2116
27,45111,0.3718538284301758,0.03098781903584798,0.0,6644,5,1585
28,9105,0.6082804203033447,0.050690035025278725,0.0,9437,5,2365
30,81319,0.43089723587036133,0.03590810298919678,0.0013020833333333333,8713,5,2257
31,36565,0.45374298095703125,0.0378119150797526,0.0,8071,5,1893
