sonata,total_occurrences,total_time_s,avg_time_s,avg_memory_mb,note_count,channel_count,chord_count
1,182,0.3881363868713379,0.032344698905944824,0.14583333333333334,9333,5,2140
2,139,0.4470086097717285,0.03725071748097738,0.01953125,10780,5,2406
3,217,0.5645430088043213,0.04704525073369344,0.010416666666666666,13932,5,3649
4,21,0.5866479873657227,0.04888733228047689,0.0013020833333333333,14291,5,3486
5,13,0.2986288070678711,0.02488573392232259,0.0,7244,5,1686
6,2774,0.3888847827911377,0.03240706523259481,0.0026041666666666665,9068,5,2041
7,154,0.4298708438873291,0.03582257032394409,0.0026041666666666665,10451,5,2672
8,672,0.3950662612915039,0.03292218844095866,0.0,9955,5,2680
9,535,0.2721371650695801,0.022678097089131672,0.0,6522,5,1495
10,152,0.32663917541503906,0.02721993128458659,0.0,7428,5,1538
11,194,0.5321352481842041,0.04434460401535034,0.0,12752,5,3143
13,6668,0.3402538299560547,0.028354485829671223,0.0,8461,5,2235
14,64,0.369556188583374,0.030796349048614502,0.0,8597,5,1908
15,18,0.4717447757720947,0.03931206464767456,0.0,11581,5,3122
16,28,0.5689036846160889,0.04740864038467407,0.00390625,13439,5,3529
17,1405,0.4408416748046875,0.03673680623372396,-0.4661458333333333,9963,5,2370
18,5749,0.5278723239898682,0.043989360332489014,0.0,12288,5,3421
19,12,0.17405200004577637,0.014504333337148031,0.0013020833333333333,3764,5,1182
20,6,0.1683948040008545,0.014032900333404541,0.0,3632,5,874
21,1364,0.6964128017425537,0.05803440014521281,0.0013020833333333333,16595,5,4374
22,4643,0.32709598541259766,0.027257998784383137,0.0,7676,5,2320
23,7951,0.6345067024230957,0.05287555853525797,0.0078125,15579,5,3544
24,18,0.2617008686065674,0.021808405717213947,0.0,6049,5,1187
25,270,0.2603588104248047,0.02169656753540039,0.0,5952,5,1480
26,5410,0.3754444122314453,0.031287034352620445,0.0,9495,5,2116
27,346,0.27089452743530273,0.022574543952941895,0.0,6644,5,1585
28,24,0.40018796920776367,0.03334899743398031,0.0,9437,5,2365
30,1138,0.3360252380371094,0.028002103169759113,0.0013020833333333333,8713,5,2257
31,374,0.31041622161865234,0.025868018468221027,0.0,8071,5,1893
